idx,sentence,label
1732,"The rate of grade 3 or 4 adverse 
events was similar for nivolumab plus ipilimumab versus chemotherapy 
alone (31% vs. 36%).",NSCLC
3698,"Clinical utility of comprehensive cell free DNA (cfDNA) analysis to identify genomic 
biomarkers in newly diagnosed metastatic non small cell lung cancer 
(mNSCLC)",NSCLC
3986,"Immunohistochemical Staining
 Immunohistochemistry can be very helpful in diagnosing SCLC in limited samples.5,7
Nearly all SCLCs are positive for cytokeratin antibody mixtures with broad reactivity, such as AE1/AE3 and CAM5.2.1,10
The majority of SCLCs are reactive to markers of neuroendocrine differentiation, including insulinomaassociated protein 1 (INSM1), CD56/NCAM, 
synaptophysin, and chromogranin A. Fewer than 5% of SCLCs are negative for all neuroendocrine markers.11,12 For cases with suspicious SCLC morphology 
without expression of neuroendocrine markers, POU2F3 immunohistochemical staining can be considered.13,14
Thyroid transcription factor1 (TTF1) is positive in 85% to 90% of SCLCs.1518
Additional immunohistochemical markers are useful in distinguishing small cell carcinoma from poorly differentiated nonsmall cell carcinoma and combined 
carcinoma using Napsin A as a marker of adenocarcinoma, and p40 or p63 as a marker of squamous differentiation.10 It should, however, be noted that p40 and 
p63 can be focally positive in small cell carcinoma.",SCLC
5007,"Gy once daily thoracic irradiation for patients with limited stage small 
cell lung cancer.",SCLC
1165,"Lancet Oncol 2016;17:14971508.
2 Gandhi L, RodriguezAbreu D, Gadgeel S, et al.",NSCLC
4023,Patterns of survival and recurrence after surgical treatment of early stage nonsmall cell lung carcinoma in the ACOSOG Z0030 (ALLIANCE) trial.,SCLC
611,"Total Dose # Fractions Example Indications
2534 Gy 1  Peripheral, small 
4560 Gy 3 Peripheral tumors 
4850 Gy 4  Central or peripheral tumors 
<45 cm
5055 Gy 5  Central tumors
5060 Gy 5 Peripheral tumors
6070 Gy 810 Central tumorsOAR/Regimen 1 Fraction 3 Fractions 4 Fractions 5 Fractions
Spinal cord 14",NSCLC
4136,"In trial RTOG 
0212, 83% of patients >60 years experienced chronic neurotoxicity 12 months after PCI versus 56% of patients <60 years ( P = .009).45",SCLC
3477,"First line nivolumab plus 
ipilimumab with two cycles of chemotherapy versus chemotherapy alone 
(four cycles) in advanced non small cell lung cancer: CheckMate 9LA",NSCLC
4925,"Risk of second 
aerodigestive cancers increases in patients who survive free of small cell 
lung cancer for more than 2 years.",SCLC
3455,"Management of 
Immune Related Adverse Events in Patients Treated With Immune 
Checkpoint Inhibitor Therapy: American Society of Clinical Oncology Clinical Practice Guideline.",NSCLC
4021,"Survival Implications of Variation in the Thoroughness of Pathologic Lymph Node Examination in American College of Surgeons 
Oncology Group Z0030 (Alliance).",SCLC
4271,"A superficial, spreading tumor of any size whose invasive component is limited to the bronchial 
wall and may extend proximal to the main bronchus also is classified as T1a, but these tumors are uncommon.",SCLC
3378,"The role of postoperative radiotherapy for completely resected pIIIA N2 non small cell lung cancer patients with 
different clinicopathological features: a systemic review and meta analysis.",NSCLC
3218,"Dosimetric evaluation of 
heterogeneity corrections for RTOG 0236: stereotactic body radiotherapy 
of inoperable stage I II non small cell lung cancer.",NSCLC
4456,"For example, the combination of 
irinotecan and cisplatin initially appeared to be better than 
etoposide/cisplatin.",SCLC
3720,"Passaro A, Wang J, Wang Y, et al. Amivantamab plus 
chemotherapy with and without lazertinib in EGFR mutant advanced 
NSCLC after disease progression on osimertinib: primary results from the 
phase III MARIPOSA 2 study.",NSCLC
552,"Useful references include the ACR Practice Parameters and Technical Standards (https://www.acr.org/~/media/ACR/Documents/
PGTS/toc.pdf).",NSCLC
482,"(NSCL1, NSCL2, 
NSCL3, NSCL5, NSCL8, NSCL11, NSCL13, and NSCL14)
 Patients with occultpositive N2 nodes discovered at the time of pulmonary resection should continue with the planned resection along 
with formal mediastinal lymph node dissection.",NSCLC
237,"t Concurrent Chemoradiation Regimens (NSCLF) .
v",NSCLC
1401,"ERBB2 (HER2)  alterations  are commonly 
insertion or duplication events in exon 20 but other activating mutations 
are also observed.",NSCLC
2370,Lung cancer time to move on from chemotherapy.,NSCLC
3230,"Scorsetti M, Alongi F, Filippi AR, et al. Long term local control 
achieved after hypofractionated stereotactic body radiotherapy for adrenal 
gland metastases: a retrospective analysis of 34 patients.",NSCLC
1465,"Advanced technologies such as 4D CT simulation, intensity modulated RT/ volumetric modulated 
arc therapy  (IMRT/VMAT ), image guided RT (IGRT) , motion management strategies, and proton therapy have been shown to reduce toxicity and increase survival in nonrandomized trials.",NSCLC
88,"NSCLH 6 of 8
 Section added for HER2 protein overexpression:  
HER2, encoded by ERBB2, can be overexpressed in a variety of malignancies
HER2 overexpression is defined as 3+ tumor cell staining, based on IHC.",NSCLC
503,85% require at least stable disease on imaging after induction neoadjuvant therapy for consideration of surgery .,NSCLC
994,NGS testing can detect a broad range of alterations.,NSCLC
3836,"Santos FN, de Castria TB, Cruz MR, Riera R. Chemotherapy for 
advanced non small cell lung cancer in the elderly population.",NSCLC
1947,"Surgical reevaluation (including chest CT with or without contrast and with or without PET/CT) is done to determine 
whether the tumor is resectable after treatment.",NSCLC
2106,"Grade 3 to 4 AEs 
included hypercholesterolemia and hypertriglyceridemia.",NSCLC
3151,"Patterns of disease recurrence after stereotactic ablative radiotherapy for early stage non 
small cell lung cancer: a retrospective analysis.",NSCLC
1814,"Long term data from KEYNOTE 010 show that 5 year survival for 
patients with metastatic NSCLC is approximately 15. 6% for patients who 
received subsequent pembrolizumab monotherapy  versus 6.5% for those 
receiving docetaxel .",NSCLC
4474,"In extensive stage SCLC, phase 2 trials of 
platinum based chemotherapy plus bevacizumab showed  promising 
response and survival data.157160 However, at least two randomized trials 
have demonstrated no survival benefit for the addition of bevacizumab to 
standard chemotherapy.161,162",SCLC
3716,"Ramalingam SS, Reungwetwattana T, Chewaskulyong B, et al. 
Osimertinib versus standard ofcare EGFR TKI as first line treatment in 
patients with EGFRm advanced NSCLC:",NSCLC
1778,"Reponses were higher for 
pembrolizumab than for chemotherapy (44.8% vs. 27.8%).138 An updated 
analysis of KEYNOTE 024 showed that median overall survival was 26.3 
months  (95% CI, 18.3 months 40.4) with pembrolizumab monotherapy 
compared with 13.4 months (95% CI, 9. 418.3 months ) with 
chemotherapy  (HR, 0. 62; 95% CI, 0.",NSCLC
2560,"Updated Molecular Testing 
Guideline for the Selection of Lung Cancer Patients for Treatment With 
Targeted Tyrosine Kinase Inhibitors: Guideline From the College of 
American Pathologists, the International Association for the Study of Lung 
Cancer, and the Association for Molecular Pathology.",NSCLC
4667,"PREMER, a phase 3 
randomized trial,  reported improved cognitive preservation with HAPCI.302",SCLC
251,"Stage IVA (N0, M1a): 
Contralateral lung 
(solitary nodule)",NSCLC
2293,"Mutant Metastatic NSCLC: 
Updated 5 Year Survival Rates and Genomic Analysis.",NSCLC
1578,"These results are similar to those reported in another meta analysis (HR, 
0.89; 95% CI, 0.81 0.98; P = .02).694",NSCLC
3826,"Iqbal N, Iqbal N. Human Epidermal Growth Factor Receptor 2 (HER2) in Cancers: Overexpression and Therapeutic Implications.",NSCLC
1690,"Targeted therapy is a preferred first line therapy 
option for patients with actionable driver mutations, except for EGFR  exon 
20 mutations or KRAS mutations .",NSCLC
2597,"N Engl J Med 
2017;377:829 838.",NSCLC
3389,"Chemoradiotherapy in Elderly Patients With Non Small Cell Lung Cancer: Long Term Follow Up of a 
Randomized Trial (JCOG0301).",NSCLC
2936,N Engl J Med 2000;343:1217 1222.,NSCLC
2573,"Clinical Utility of CellFree DNA for the Detection of ALK Fusions and Genomic Mechanisms of 
ALK Inhibitor Resistance in Non Small Cell Lung Cancer.",NSCLC
4577,"Another  phase 2 trial assessed 
oral etoposide in 26 patients with refractory SCLC.234",SCLC
4591,"Metaanalyses that include more than 2000 patients show that thoracic 
radiation for limited stage SCLC  yields a 25% to 30% reduction in local 
progression , and a corresponding 5% to 7% improvement in 2 year overall 
survival compared with  chemotherapy alone.101,102 A phase 3 trial has  
reported 5 year overall survival of more than 30% , which is close to  
outcomes of locally advanced NSCLC of similar stage.108  
Timing of Radiation  with Chemotherapy  
Optimal  thoracic RT is impacted by  several factors, including the timing of 
chemotherapy and RT (concurrent vs. sequential), timing of RT (early vs. 
late), the RT target volume (original tumor volume vs. shrinking field as the 
tumor responds), dose of radiation, and fractionation of RT.",SCLC
1472,"For patients receiving postoperative 
RT (also known as PORT), stricter DVH parameters should be considered 
for the lungs.",NSCLC
685,"Stereotactic body radiation therapy and the influence of chemotherapy on 
overall survival for large (≥5 centimeter) nonsmall cell lung cancer.",NSCLC
1248,"................  MS68 
Neoadjuvant or Adjuvant Therapy  ................................",NSCLC
2800,"Nivolumab plus 
Ipilimumab in Advanced Non Small Cell Lung Cancer.",NSCLC
1135,"Any regimen with a high risk of thrombocytopenia and the potential risk of bleeding should be used 
with caution in combination with bevacizumab.",NSCLC
3880,"Noble J, Ellis PM, Mackay JA, et al. Second line or subsequent 
systemic therapy for recurrent or progressive non small cell lung cancer: a 
systematic review and practice guideline.",NSCLC
4620,"Despite multiple trials , the optimal dose and fractionation of thoracic RT for 
SCLC remain s unresolved.",SCLC
2730,Positive Cancers in Adults and Children.,NSCLC
780,"Determination of energy modality to be used for ablation should take into consideration the size 
and location of the target tumor, risk of complication, as well as local expertise and/or operator familiarity.7
Ablation for NSCLC
  IGTA is an option for the management of NSCLC lesions <3 cm.",NSCLC
2526,"Tepotinib in patients 
(pts) with advanced non small cell lung cancer (NSCLC) with MET 
amplification (METamp).",NSCLC
4281,"N1 M0
T2a N1 M0
T2b N1 M0
T3 N0 M0
Stage IIIA T1a N2 M0
T1b N2 M0
T1c N2 M0
T2a N2 M0
T2b N2 M0
T3 N1 M0
T4 N0 M0
T4 N1 M0T N M
Stage IIIB",SCLC
1086,"Alectinib in crizotinib refractory ALK rearranged non small cell lung cancer: 
a phase II global study.",NSCLC
4402,"Following surgery , adjuvant chemotherapy or chemoradiation  is 
recommended  based on the  absence or  presence of nodal metastases  for 
patients with limited stage I IIA (T1 2, N0) SCLC with negative margins  
(R0 resection ).88,95",SCLC
4806,"Adjuvant chemotherapy 
following surgical resection for small cell carcinoma of the lung.",SCLC
2107,"Serious 
treatment related AEs occurred in 7% of patients including cognitive 
effects in 1% ; the cognitive eff ects resulted in permanent discontinuation 
of lorlatinib.",NSCLC
29,"NSCL13
 Pretreatment Evaluation
Bullet added: Molecular testing for EGFR (also applies to NSCL14)
 N3 positive
Definitive concurrent chemoradiation
 Durvalumab clarified for no EGFR exon 19 deletion or L858R (also applies to NSCL14)
NSCL15
 Limited progression confirmed changed to Solitary or limited metastases confirmed
NSCL17
 Surveillance After Completion of Definitive Therapy
Bullet 4 modified: FDGPET/CT or brain MRI  is not routinely indicated
Bullet 5 added: Brain MRI as clinically indicated based on risk assessment
NSCL18
 Distant metastases
Limited metastasis referencing Stage IV, M1b changed to Stage IVA, M1b and stage IVB, M1c (NSCL15)
Pleural metastases added to disseminated metastases
NSCL19
 Biomarker testing
Adenocarcinoma, Large cell, NSCLC not otherwise specified
 Category 1 added to RET
 NRG1 and HER2 (IHC) added
Squamous cell carcinoma
 NRG1 and HER2 (IHC) added
 Footnote mm modified to include NRG1.",NSCLC
581,"General Treatment Information 
EarlyStage NSCLC (stage I, selected nodenegative stage IIA)
 SABR (also known as stereotactic body RT [SBRT])19 has achieved good primary tumor control rates and overall survival , as well as 
higher than conventionally fractionated radiotherapy.",NSCLC
4631,"A meta analysis of 7 studies (399 patients) 
summarized outcomes in patients with early stage SCLC who received 
SABR; 94% of the patients in this study were deemed inoperable.278 44% 
of patients received c hemotherapy and 13.8% of patients received  PCI.",SCLC
1798,"Grade 3 or higher adverse events were 
similar in both groups (pembrolizumab  plus chemotherapy, 69.8% vs. 
chemotherapy alone, 68. 2%).",NSCLC
3942,For patients receiving adjuvant systemic therapy ±,SCLC
687,"Dosimetric evaluation of heterogeneity corrections for RTOG 0236: stereotactic 
body radiotherapy of inoperable stage III nonsmallcell lung cancer.",NSCLC
5049,"The overall survival 
impact of prophylactic cranial irradiation in limited stage small cell lung 
cancer: A systematic review and meta analysis.",SCLC
2073,"The panel recommends sotorasib or adagrasib as subsequent therapy 
option s for patients who experience  disease progression after treatment 
with firstline systemic therapy.",NSCLC
2759,"Testing for ROS1 in non
small cell lung cancer: a review with recommendations.",NSCLC
710,"Phase II trial of postoperative adjuvant paclitaxel/carboplatin and thoracic 
radiotherapy in resected stage II and IIIA nonsmallcell lung cancer: promising longterm results 
of the Radiation Therapy Oncology GroupRTOG 9705.",NSCLC
1053,"Timing of CT scans within 
Guidelines parameters is a clinical decision.",NSCLC
5001,"Thoracic irradiation in 
3weeks for limited stage small cell lung cancer:",SCLC
2850,"The IASLC lung cancer staging project: a proposal for a new international lymph node map in the 
forthcoming seventh edition of the TNM classification for lung cancer.",NSCLC
2466,"Sarcoidosis: clinical presentation, 
immunopathogenesis, and therapeutics.",NSCLC
461,The overall plan of treatment as well as needed imaging studies should be determined before any nonemergency treatment is initiated.,NSCLC
4979,"Single agent 
gemcitabine in patients with resistant small cell lung cancer.",SCLC
3606,"Molecular profiling of key driver 
genes improves staging accuracy in multifocal non small cell lung cancer.",NSCLC
4737,"WHO classification of 
tumours of the lung, pleura, thymus and heart.",SCLC
3353,"Adjuvant atezolizumab after adjuvant 
chemotherapy in resected stage IB IIIA non small cell lung cancer 
(IMpower010): a randomised, multicentre, open label, phase 3 trial.",NSCLC
24,"These factors independently may not be an indication and may be considered when determining treatment with 
adjuvant chemotherapy.",NSCLC
2240,"However, patients may not be able to tolerate more than 4 cycles of chemotherapy, and most of the maintenance trials used only 4 
cycles of chemotherapy.",NSCLC
2022,"For example, the rate of 
AEs, such as pneumonitis, is higher when osimertinib is initiated within 3 
months of treatment with certain ICIs.828",NSCLC
4278,"AJCC Prognostic Groups
T N M
Occult 
carcinomaTX N0 M0
Stage 0",SCLC
3371,"Effects of 
concomitant cisplatin and radiotherapy on inoperable non small cell lung 
cancer.",NSCLC
1315,"Molecular testing is recommended for 
patients with metastatic adenocarcinoma, large cell carcinoma, and 
NSCLC NOS.",NSCLC
1993,"For complete treatment recommendations for advanced or metastatic NSCLC, see NSCL 19.",NSCLC
2897,"Comparing robot 
assisted thoracic surgical lobectomy with conventional video assisted thoracic surgical lobectomy and wedge resection: results from a 
multihospital database (Premier).",NSCLC
535,"Pulmonary resection after 
curative intent radiotherapy (>59 Gy) and concurrent chemotherapy in nonsmall
cell lung cancer.",NSCLC
4005,"Surgery may be considered for selected patients with T3 (based on size), N0 SCLC, if invasive mediastinal lymph node staging is negative.",SCLC
2162,"The overall response rate was 63.9%; there were 2 
complete responses.15 The median PFS was 10.8 months.15 Many 
patients (69%) had one or more grade 3 or 4 A Es.1098 Serious A Es 
included increased ALT, increased AST, pyrexia, and decreased ejection 
fraction.1098 An updated analysis reported that patients receiving 
dabrafenib plus trametinib had a median OS of 17.3 months.15 After 5 
years, the OS rate was 22%.",NSCLC
3966,"The benefit of PCI is unclear in patients who have undergone definitive therapy for pathologic stage I (T12a,N0,M0) SCLC.",SCLC
538,"Operative risk of 
pneumonectomyInfluence of preoperative induction therapy.",NSCLC
2974,"High rates of tumor growth 
and disease progression detected on serial pretreatment 
fluorodeoxyglucose positron emission tomography/computed tomography 
scans in radical radiotherapy candidates with nonsmall cell lung cancer.",NSCLC
3875,"Experience of first  and 
subsequent line systemic therapy in the treatment of non small cell lung 
cancer.",NSCLC
3075,"Ambrogi MC, Fanucchi O, Cioni R, et al. Long term results of 
radiofrequency ablation treatment of stage I non small cell lung cancer: a 
prospective intention totreat study.",NSCLC
218,"An EBUSTBNA negative for malignancy in a clinically (FDG
PET/CT and/or CT) positive mediastinum should undergo subsequent mediastinoscopy prior to surgical resection.",NSCLC
2040,"The median PFS was 15.2 
months, 8.2 months, and 12.3 months in the L861Q, G719X and S768I 
groups, respectively.",NSCLC
420,"The invasive adenocarcinoma component should be present in at least one focus measuring >5 mm in greatest 
dimension.",NSCLC
592,"The optimal timing of RT in trimodality therapy (preoperative with chemotherapy or postoperative) is not establ ished and is 
controversial.61,62 
 The determination of resectability in trimodality therapy should be made prior to initiation of all treatment.",NSCLC
1847,"FDG PET/CT scans can be used as an initial assessment of the hilar and mediastinal nodes (ie, to determine 
whether the N1, N2, or N3 nodes are positive for cancer, which is a key 
determinant of stage II and stage III disease); however, CT scans have 
known limitations for evaluating the extent of lymph node involvement in 
lung cancer.",NSCLC
3210,"A comparison of two stereotactic body radiation fractionation schedules for medically inoperable 
stage I non small cell lung cancer: the Cleveland Clinic experience.",NSCLC
1374,"PDL1 inhibitors are less beneficial in patients with some 
oncogenic drivers (ie, EGFR  exon 19 deletions , EGFR  exon  21 L858R  
mutations , or ALK rearrangements) .184",NSCLC
938,"While the testing process may be technically easier on a resection specimen, initial diagnostic biopsy specimens are also acceptable for 
testing for this indication.",NSCLC
3113,"Int J Radiat Oncol Biol 
Phys 2011;79:965 976.",NSCLC
4373,"Bone imaging with radiographs or MRI  can be performed if FDG PET/CT 
is equivocal or not available; bone biopsy can be further considered if 
bone imaging is also equivocal.",SCLC
1023,ctDNA is not routinely recommended in settings other than advanced/metastatic disease.,NSCLC
3286,"Surgery with or without 
preoperative paclitaxel and carboplatin in early stage non small cell lung 
cancer: Southwest Oncology Group Trial S9900, an intergroup, randomized, phase III trial.",NSCLC
2935,"A randomized trial of 
postoperative adjuvant therapy in patients with completely resected stage 
II or IIIA non small cell lung cancer.",NSCLC
2776,"Durvalumab after 
Chemoradiotherapy in Stage III Non Small",NSCLC
4208,"Lancet Oncol 2017;18:663
671.
44 Le Péchoux C, Dunant A, Senan S, et al.",SCLC
2898,"J Thorac Cardiovasc Surg 
2014;147:929 937.",NSCLC
4551,"Response rates were 13.7% for nivolumab 
compared with 16.5% for chemotherapy.",SCLC
244,"(if EGFR exon 19 deletion 
or L858R)Surgical 
reevaluation 
including 
chest CT ± 
PET/CTAdjuvant systemic therapy 
(NSCLE)
Observe 
or
Adjuvant systemic 
therapy (NSCLE)
Adjuvant 
systemic 
therapy 
(NSCLE)Surveillance 
(NSCL17)
Surveillance 
(NSCL17)",NSCLC
1398,"An exception is the p.A763_Y764insFQEA  mutation; 
afatinib, erlotinib,  or gefitinib  are effective for patients with this EGFR 
exon 20  insertion .257 When used at high doses (160 mg/day), osimertinib 
is associated with response rates of about 25% in patients with EGFR 
exon 20  insertion mutations, which is much lower than with EGFR  exon 
19 deletion s or EGFR exon 21  L858R  mutations .296",NSCLC
2887,"Hanna JM, Berry MF, D'Amico TA.",NSCLC
3241,"Chest 2013;143:e455S e497S. Available at: 
https://www.ncbi.nlm.nih.gov/pubmed/23649452 .",NSCLC
4596,"Several systematic reviews and meta analyses on the timing of thoracic 
RT in limited stage SCLC have reported that early concurrent 
chemoradiation  results in a small, but significant improvement in overall 
survival compared with  late concurrent or sequential chemoradiation .245,246",SCLC
1926,"964,965  
Care  of patients with distant metastases in limited sites (ie, stage 
IVA,M1b) and good PS depends on the location and number of the 
metastases; the diagnosis is aided by mediastinoscopy, bronchoscopy, 
FDG PET/CT scan, and brain MRI with contrast.",NSCLC
2921,Eur J Cardiothorac Surg 2007;31:181 185.,NSCLC
2748,"Vandetanib in pretreated patients with 
advanced non small cell lung cancer harboring RET rearrangement: a 
phase II clinical trial.",NSCLC
940,Testing Methodologies: FISH breakapart probe methodology was the first methodology deployed widely.,NSCLC
343,"In the randomized phase III trial of dacomitinib, patients with brain metastases were not 
eligible for enrollment.",NSCLC
3053,"Int J Radiat Oncol Biol 
Phys 2002;54:348 356.",NSCLC
497,"These operations may also benefit from additional 
considerations of soft tissue flap coverage in the radiation field at the time of resection.",NSCLC
4598,"[SER]).248 A meta analysis of individual patient data 
from 12 trials (2668 patients) report ed that early concurrent 
chemoradiation , associated with increase in acute esophagitis,  had higher 
5year overall survival (HR, 0.79;  95% CI , 0.690.91)  compared with late 
concurrent chemoradiation .249  
Radiation Fractionation  
The Eastern Cooperative Oncology Group ( ECOG )",SCLC
4174,"Longterm results of a phase III trial 
comparing oncedaily radiotherapy with twicedaily radiotherapy in limited stage 
smallcell lung cancer.",SCLC
4508,"For cytotoxic 
chemother apy agents, the duration of treatment is usually short, and the 
cumulative toxicity is frequently limiting even in patients who experience 
response.",SCLC
2418,"Fleischner Society: 
glossary of terms for thoracic imaging.",NSCLC
4519,"as second line therapy in 105 patients with SCLC who previously received 
platinum/etoposide ; 57% of patients had not received chemotherapy for 3 
months or more.204",SCLC
3358,"Pathological complete response to neoadjuvant ceritinib of a crizotinib resistant, stage IIIB non small cell lung 
cancer with ALK rearrangement: A case report.",NSCLC
4006,"Intraoperative diagnosis of likely SCLC in a patient with no prior biopsy 
Mediastinal lymph node dissection or systematic lymph node sampling with frozen section is recommended to assess extent of disease 
and overall burden of disease.",SCLC
588,"In the United States, only regimens of ≤5 fractions meet the arbitrary billing code definition of SBRT , but 
slightly more protracted regimens are appropriate as well.36,38 For centrally located tumors (defined variably as within 2 cm of the proximal 
bronchial tree and/or abutting mediastinal pleura) and even ultracentral tumors (defined as abutting the proximal bronchial tree or , in some 
definitions, other critical mediastinal structures as well),  4 to 10 fraction riskadapted SABR regimens appear to be effective and safe,39
42 while 54 to 60 Gy in 3 fractions is unsafe and should be avoided.43 However, particular attention should be paid to tumors abutting the 
bronchial tree and esophagus to avoid severe toxicity.",NSCLC
3083,"A phase II comparative study of gross 
tumor volume definition with or without PET/CT fusion in dosimetric 
planning for non small cell lung cancer (NSCLC): primary analysis of 
Radiation Therapy Oncology Group (RTOG) 0515.",NSCLC
2033,"Afatinib is approved by the FDA for the first line treatment of metastatic 
NSCLC whose tumors have some EFGR  mutations.1045 A post hoc 
analysis of several LUX Lung trials (LUX Lung 2, 3, and 6) assessed 
afatinib in patients with advanced NSCLC  and the most frequent 
uncommon EGFR  mutations ( L861Q, G719X, and S768I ).1026",NSCLC
2805,"N Engl J Med 
2017;376:2415 2426.",NSCLC
3746,"Prescribing information: sotorasib tablets, for oral use.",NSCLC
966,"A mutation that results in 
loss of exon 14 can occur in NSCLC.",NSCLC
817,Patients with completely resected tumors ≥4 cm or nodepositive NSCLC should be evaluated for additional systemic therapy .,NSCLC
421,"Invasive adenocarcinoma variants: invasive mucinous adenocarcinoma, colloid adenocarcinoma, fetal adenocarcinoma, and enteric 
adenocarcinoma.",NSCLC
4236,"For patients receiving systemic therapy alone or sequential systemic therapy followed by RT, response assessment by C/A/P CT with 
contrast is recommended after every 2 cycles of systemic therapy and at completion of therapy ( SCL6).",SCLC
2864,"Demmy TL, Nwogu C. Is video assisted thoracic surgery lobectomy 
better?",NSCLC
576,Consistent delineation of normal structures is critical for evaluating plans for safety.,NSCLC
3427,"Edelman MJ, Le Chevalier T, Soria JC.",NSCLC
2335,"Lung cancer among 
postmenopausal women treated with estrogen alone in the women's 
health initiative randomized trial.",NSCLC
631,"Int J 
Radiat Oncol Biol Phys 2010;76:775781.",NSCLC
4712,"Establishing the diagnosis of lung 
cancer: Diagnosis and management of lung cancer, 3rd ed: American 
College of Chest Physicians evidence based clinical practice guidelines.",SCLC
4846,"Goldman JW, Dvorkin M, Chen Y, et al. Durvalumab, with or without 
tremelimumab, plus platinum etoposide versus platinum etoposide alone 
in first line treatment of extensive stage small cell lung cancer (CASPIAN): 
updated results from a randomised, con trolled, open label, phase 3 trial.",SCLC
4786,"Prognostic factors differ by 
tumor stage for small cell lung cancer: a pooled analysis of North Central 
Cancer Treatment Group trials.",SCLC
4169,"Positron emission tomography/
computed tomographyguided intensitymodulated radiotherapy for limited stage 
smallcell lung cancer.",SCLC
2954,"Expert Panel On Radiation Oncology Bone M, Lutz ST, Lo SS, et al.",NSCLC
3619,J Thorac Cardiovasc Surg 1982;83:1 11.,NSCLC
4269,"No evidence of primary tumor
Tis Carcinoma in situ 
Squamous cell carcinoma in situ (SCIS)
Adenocarcinoma in situ (AIS): adenocarcinoma with pure lepidic pattern, ≤3 cm in greatest dimension
T1 Tumor ≤3 cm in greatest dimension, surrounded by lung or visceral pleura, without bronchoscopic evidence of invasion more 
proximal than the lobar bronchus (i.e., not in the main bronchus)",SCLC
1845,"A multidisciplinary evaluation should be 
done before treatment.",NSCLC
930,"The most commonly represented EGFRex20 insertions/duplications in the clinical studies have been insASV, 
insSVD, and insNPH, although a wide spectrum of other alterations were included.",NSCLC
2717,N Engl J Med 2021;384:2371 2381.,NSCLC
1706,"Cemiplimab rwlc should also be 
permanently discontinued for patients with grades 2, 3, or 4 myocarditis 
and should be discontinued for other severe or life threatening 
immune mediated adverse events when indicated (see prescribing 
information).",NSCLC
4562,"The Panel decided tha t 
nivolumab or pembrolizumab  are just as effective as  (sometimes better 
than) and less toxic than  the other subsequent therapy options.212,222 In 
addition, many agents recommended as subsequent therapy options for 
patients with SCLC do not have an FDA indication in this setting but data 
show that they are effective.",SCLC
788,"Chest 2006;129:738
745.
3 Lencioni R, Crocetti L, Cioni R, et al.",NSCLC
3690,"Randomized, double blind 
study of denosumab versus zoledronic acid in the treatment of bone 
metastases in patients with advanced cancer (excluding breast and 
prostate cancer) or multiple myeloma.",NSCLC
2171,"Single agent therapy with dabrafenib or vemurafenib can be considered 
for those  who do not tolerate dabrafenib plus trametinib.",NSCLC
3460,"Atezolizumab for First 
Line Treatment of Metastatic Nonsquamous NSCLC.",NSCLC
185,Patients suspected of having metastatic disease should have confirmation from one of the metastatic sites if feasible.,NSCLC
5023,"Prescribing, recording and reporting photon beam 
therapy (supplement to icru report 50).",SCLC
3228,Stereotactic body radiotherapy for treatment of adrenal metastases.,NSCLC
2164,"A phase 2, open label, single arm study evaluated encorafenib in 
combination with binimetinib in patients with BRAF V600E positive 
metastatic NSCLC in both the first line and subsequent therapy 
settings.1095",NSCLC
3990,"The 2015 World Health Organization Classification of Lung Tumors: Impact of Genetic, Clinical and 
Radiologic Advances Since the 2004 Classification.",SCLC
4695,"Multi institutional 
experience of stereotactic ablative radiation therapy for stage I small cell 
lung cancer.",SCLC
2379,"Baseline characteristics of participants in the randomized national lung 
screening trial.",NSCLC
312,"rr Molecular or BiomarkerDirected Therapy for Advanced or Metastatic Disease 
(NSCLJ).",NSCLC
1601,"The 3 year overall survival  rates were 78.3% in 
patients receiving postoperative RT versus  82.8% with no RT  (HR, 
1.02;  P = .93) .",NSCLC
3739,"N Engl J Med 2023;389:2039 
2051.",NSCLC
4730,"Small cell lung 
carcinoma (SCLC): a clinicopathologic study of 100 cases with surgical 
specimens.",SCLC
48,"The Role of Surgery in Patients with N2 NSCLC
Bullet 1: Added links to pages NSCL3, NSCL5, NSCL8, NSCL11, NSCL13, NSCL14
NSCLB 5 of 6
 Survey data updated from 2021 regarding the approach to patients with N2 disease.",NSCLC
3869,"Guidelines for the evaluation of 
immune therapy activity in solid tumors: immune related response criteria.",NSCLC
2443,"Oxnard GR, Binder A, Janne PA.",NSCLC
2270,"The panel 
also added the following caveats: lesions at low risk of becoming 
symptomatic can be observed, such as small subsolid nodules with slow 
growth.",NSCLC
444,"TTF1 is a homeodomaincontaining nuclear transcription protein of the NKX2 gene family that is expressed in epithelial cells of the 
embryonal and mature lung and thyroid.",NSCLC
949,"IHC 
approaches can be deployed; however, IHC for ROS1 fusions has low specificity, and followup confirmatory testing is a necessary 
component of utilizing ROS1 IHC as a screening modality.",NSCLC
998,"In the presence of PD
L1, Tcell activity is suppressed.",NSCLC
2408,"Guidelines for management 
of small pulmonary nodules detected on CT scans: a statement from the 
Fleischner Society.",NSCLC
1851,Mediastinoscopy may also be appropriate to confirm mediastinal node involvement in patients with a positive FDG PET/CT scan.,NSCLC
3235,"Takeda M, Okamoto I, Nakagawa K. Clinical impact of continued 
crizotinib administration after isolated central nervous system progression 
in patients with lung cancer positive for ALK rearrangement.",NSCLC
