idx,sentence,label,processed_sentence
3090,"Rosenzweig KE, Sura S, Jackson A, Yorke E. Involved field radiation 
therapy for inoperable non small cell lung cancer.",NSCLC,rosenzweig ke sura s jackson yorke involve field radiation therapy inoperable non small cell lung cancer
3091,"A randomized study of involved field 
irradiation versus elective nodal irradiation in combination with concurrent 
chemotherapy for inoperable stage III nonsmall cell lung cancer.",NSCLC,randomized study involved field irradiation versus elective nodal irradiation combination concurrent chemotherapy inoperable stage iii nonsmall cell lung cancer
3092,"Am J Clin 
Oncol 2007;30:239 244.",NSCLC,j clin oncol
3093,"Elective nodal irradiation (ENI) 
vs. involved field radiotherapy (IFRT) for locally advanced non small cell 
lung cancer (NSCLC): A comparative analysis of toxicities and clinical 
outcomes.",NSCLC,elective nodal irradiation eni involved field radiotherapy ifrt locally advanced non small cell lung cancer nsclc comparative analysis toxicity clinical outcome
3094,"Concurrent cisplatin/etoposide plus chest radiotherapy followed by surgery for stages 
IIIA (N2) and IIIB non small cell lung cancer: mature results of Southwest 
Oncology Group phase II study 8805.",NSCLC,concurrent cisplatin etoposide plus chest radiotherapy follow surgery stage iiia iiib non small cell lung cancer mature result southwest oncology group phase ii study
3095,"Relationship Between Radiation 
Therapy Dose and Outcome in Patients Treated With Neoadjuvant 
Chemoradiation Therapy and Surgery for Stage IIIA Non",NSCLC,relationship radiation therapy dose outcome patients treat neoadjuvant chemoradiation therapy surgery stage iiia non
3096,"Small Cell Lung 
Cancer: A Population",NSCLC,small cell lung cancer population
3097,"Int J 
Radiat Oncol Biol Phys 2015;92:307 316.",NSCLC,int j radiat oncol biol phys
3098,"Radiation therapy 
oncology group protocol 02 29: a phase II trial of neoadjuvant therapy with 
concurrent chemotherapy and full dose radiation therapy followed by 
surgical resection and consolidative therapy for locally advanced non 
small cell carcinoma of the lung.",NSCLC,radiation therapy oncology group protocol phase ii trial neoadjuvant therapy concurrent chemotherapy dose radiation therapy follow surgical resection consolidative therapy locally advanced non small cell carcinoma lung
3099,"Int J Radiat Oncol Biol Phys 
2012;84:456 463.",NSCLC,int j radiat oncol biol phys
3100,"Kelsey CR, Light KL, Marks LB.",NSCLC,kelsey cr light kl marks lb
3101,"Patterns of failure after resection of nonsmall cell lung cancer: implications for postoperative radiation therapy 
volumes.",NSCLC,pattern failure resection nonsmall cell lung cancer implication postoperative radiation therapy volume
3102,Int J Radiat Oncol Biol Phys 2006;65:1097 1105.,NSCLC,int j radiat oncol biol phys
3103,"Re evaluation of the role of 
postoperative radiotherapy and the impact of radiation dose for non small
cell lung cancer using the National Cancer Database.",NSCLC,evaluation role postoperative radiotherapy impact radiation dose non small cell lung cancer national cancer database
3104,"Postoperative radiotherapy for stage II or III non small cell lung cancer using the 
surveillance, epidemiology, and end results database.",NSCLC,postoperative radiotherapy stage ii iii non small cell lung cancer surveillance epidemiology end result database
3105,"Spoelstra FO, Senan S, Le Pechoux C, et al. Variations in target 
volume definition for postoperative radiotherapy in stage III non small cell 
lung cancer: analysis of an international contouring study.",NSCLC,spoelstra fo senan s le pechoux c et al variation target volume definition postoperative radiotherapy stage iii non small cell lung cancer analysis international contouring study
3106,Int J Radiat Oncol Biol Phys 2010;76:1106 1113.,NSCLC,int j radiat oncol biol phys
3107,"Palliative thoracic radiotherapy 
in lung cancer: An American Society for Radiation Oncology evidence
based clinical practice guideline.",NSCLC,palliative thoracic radiotherapy lung cancer american society radiation oncology evidence base clinical practice guideline
3108,"Consensus statement on palliative lung radiotherapy: third international consensus workshop on 
palliative radiotherapy and symptom control.",NSCLC,consensus statement palliative lung radiotherapy international consensus workshop palliative radiotherapy symptom control
3109,"Clin Lung Cancer 2012;13:1
5. Available at: https://www.ncbi.nlm.nih.gov/pubmed/21729656 . 
578.",NSCLC,clin lung cancer available
3110,"Palliative radiation therapy practice in patients with metastatic non small cell lung cancer: a Cancer 
Care Outcomes Research and Surveillance Consortium (CanCORS) 
Study.",NSCLC,palliative radiation therapy practice patient metastatic non small cell lung cancer cancer care outcomes research surveillance consortium cancors study
3111,"Palliative radiotherapy trials for bone 
metastases: a systematic review.",NSCLC,palliative radiotherapy trial bone metastasis systematic review
3112,Palliative radiotherapy for bone metastases: an ASTRO evidence based guideline.,NSCLC,palliative radiotherapy bone metastasis astro evidence base guideline
3113,"Int J Radiat Oncol Biol 
Phys 2011;79:965 976.",NSCLC,int j radiat oncol biol phys
3114,"Prospective study of palliative 
hypofractionated radiotherapy (8.5 Gy x 2) for patients with symptomatic 
nonsmall cell lung cancer.",NSCLC,prospective study palliative hypofractionate radiotherapy gy x patient symptomatic nonsmall cell lung cancer
3115,"Int J Radiat Oncol Biol Phys 2004;58:1098 
1105.",NSCLC,int j radiat oncol biol phys
3116,"A Medical Research Council (MRC) randomised trial of palliative 
radiotherapy with two fractions or a single fraction in patients with 
inoperable non small cell lung cancer (NSCLC) and poor performance 
status.",NSCLC,medical research council mrc randomise trial palliative radiotherapy fraction single fraction patient inoperable non small cell lung cancer nsclc poor performance status
3117,Medical Research Council Lung Cancer Working Party.,NSCLC,medical research council lung cancer working party
3118,"Comparative effectiveness of 
aggressive thoracic radiation therapy and concurrent chemoradiation 
therapy in metastatic lung cancer.",NSCLC,comparative effectiveness aggressive thoracic radiation therapy concurrent chemoradiation therapy metastatic lung cancer
3119,"Milano MT, Katz AW, Okunieff P. Patterns of recurrence after 
curative intent radiation for oligometastases confined to one organ.",NSCLC,milano mt katz aw okunieff patterns recurrence curative intent radiation oligometastase confine organ
3120,"Am J 
Clin Oncol 2010;33:157 163.",NSCLC,j clin oncol
3121,"An initial report of a radiation 
dose escalation trial in patients with one to five sites of metastatic disease.",NSCLC,initial report radiation dose escalation trial patient site metastatic disease
3122,"Local consolidative therapy versus maintenance therapy or observation for patients with 
oligometastatic non small cell lung cancer without progression after first 
line systemic therapy: a multicentre, randomised, controlled, phase 2 study.",NSCLC,local consolidative therapy versus maintenance therapy observation patient oligometastatic non small cell lung cancer progression line systemic therapy multicentre randomise control phase study
3123,"Consolidative Radiotherapy 
for Limited Metastatic Non Small Cell Lung Cancer: A Phase 2 
Randomized Clinical Trial.",NSCLC,consolidative radiotherapy limited metastatic non small cell lung cancer phase randomized clinical trial
3124,"Maintenance Therapy or Observation for Patients With Oligometastatic 
NonSmall Cell Lung Cancer: Long Term Results of a Multi Institutional, 
Phase II, Randomized Study.",NSCLC,maintenance therapy observation patients oligometastatic nonsmall cell lung cancer long term result multi institutional phase ii randomized study
3125,"Long Term Outcomes of a 
Phase 2 Trial of Chemotherapy With Consolidative Radiation Therapy for 
Oligometastatic Non Small Cell Lung Cancer.",NSCLC,long term outcomes phase trial chemotherapy consolidative radiation therapy oligometastatic non small cell lung cancer
3126,"Int J Radiat Oncol Biol Phys 
2018;102:527 535.",NSCLC,int j radiat oncol biol phys
3127,"Guideline for radiotherapy with 
curative intent in patients with early stage medically inoperable non small 
cell lung cancer.",NSCLC,guideline radiotherapy curative intent patient early stage medically inoperable non small cell lung cancer
3128,"The role of stereotactic ablative radiotherapy for 
early stage and oligometastatic non small cell lung cancer: evidence for 
changing paradigms.",NSCLC,role stereotactic ablative radiotherapy early stage oligometastatic non small cell lung cancer evidence change paradigm
3129,"Heinzerling JH, Kavanagh B, Timmerman RD.",NSCLC,heinzerling jh kavanagh b timmerman rd
3130,"Stereotactic ablative 
radiation therapy for primary lung tumors.",NSCLC,stereotactic ablative radiation therapy primary lung tumor
3131,"American Society for 
Therapeutic Radiology and Oncology (ASTRO) and American College of 
Radiology (ACR) practice guideline for the performance of stereotactic 
body radiation therapy.",NSCLC,american society therapeutic radiology oncology astro american college radiology acr practice guideline performance stereotactic body radiation therapy
3132,Int J Radiat Oncol Biol Phys 2010;76:326 332.,NSCLC,int j radiat oncol biol phys
3133,"Stereotactic body radiation therapy versus surgical resection for stage I non small cell lung 
cancer.",NSCLC,stereotactic body radiation therapy versus surgical resection stage non small cell lung cancer
3134,J Thorac Cardiovasc Surg 2010;140:377 386.,NSCLC,j thorac cardiovasc surg
3135,"Definition of 
stereotactic body radiotherapy: principles and practice for the treatment of 
stage I non small cell lung cancer.",NSCLC,definition stereotactic body radiotherapy principle practice treatment stage non small cell lung cancer
3136,"Stereotactic body radiotherapy 
(SBRT) for operable stage I non small cell lung cancer: can SBRT be 
comparable to surgery?",NSCLC,stereotactic body radiotherapy sbrt operable stage non small cell lung cancer sbrt comparable surgery
3137,Int J Radiat Oncol Biol Phys 2011;81:1352 1358.,NSCLC,int j radiat oncol biol phys
3138,"Baumann P, Nyman J, Hoyer M, et al. Outcome in a prospective phase II trial of medically inoperable stage I non small cell lung cancer 
patients treated with stereotactic body radiotherapy.",NSCLC,baumann p nyman j hoyer m et al outcome prospective phase ii trial medically inoperable stage non small cell lung cancer patient treat stereotactic body radiotherapy
3139,"Iyengar P, Westover K, Timmerman RD.",NSCLC,iyengar p westover k timmerman rd
3140,"Stereotactic ablative 
radiotherapy (SABR) for non small cell lung cancer.",NSCLC,stereotactic ablative radiotherapy sabr non small cell lung cancer
3141,"Semin Respir Crit 
Care Med 2013;34:845",NSCLC,semin respir crit care med
3142,"Stereotactic Body Radiation 
Therapy For T1N0M0 Non small Cell Lung Cancer:",NSCLC,stereotactic body radiation therapy non small cell lung cancer
3143,"First Report for 
Inoperable Population of a Phase II Trial by Japan Clinical Oncology Group (JCOG 0403).",NSCLC,report inoperable population phase ii trial japan clinical oncology group jcog
3144,"International Journal of Radiation 
Oncology*Biology*Physics 2012;84:S46.",NSCLC,international journal radiation
3145,"Available at: 
http://www.redjournal.org/article/S0360 3016(12)01274 6/abstract .",NSCLC,available abstract
3146,"Impact of introducing 
stereotactic lung radiotherapy for elderly patients with stage I non small 
cell lung cancer: a population based time trend analysis.",NSCLC,impact introduce stereotactic lung radiotherapy elderly patient stage non small cell lung cancer population base time trend analysis
3147,"Widder J, Postmus D, Ubbels JF, et al. Survival and quality of life 
after stereotactic or 3D conformal radiotherapy for inoperable early stage 
lung cancer.",NSCLC,widder j postmus d ubbels jf et al survival quality life stereotactic conformal radiotherapy inoperable early stage lung cancer
3148,Int J Radiat Oncol Biol Phys 2011;81:e291 297.,NSCLC,int j radiat oncol biol phys
3149,"Stereotactic body 
radiation therapy for early stage non small cell lung cancer: the pattern of 
failure is distant.",NSCLC,stereotactic body radiation therapy early stage non small cell lung cancer pattern failure distant
3150,Int J Radiat Oncol Biol Phys 2010;77:1146 1150.,NSCLC,int j radiat oncol biol phys
3151,"Patterns of disease recurrence after stereotactic ablative radiotherapy for early stage non 
small cell lung cancer: a retrospective analysis.",NSCLC,pattern disease recurrence stereotactic ablative radiotherapy early stage non small cell lung cancer retrospective analysis
3152,"Stereotactic body radiation therapy for early stage non small cell lung carcinoma: four year 
results of a prospective phase II study.",NSCLC,stereotactic body radiation therapy early stage non small cell lung carcinoma year result prospective phase ii study
3153,"Int J Radiat Oncol Biol Phys 
2009;75:677 682.",NSCLC,int j radiat oncol biol phys
3154,"Stereotactic ablative 
radiotherapy versus lobectomy for operable stage I non small cell lung 
cancer: a pooled analysis of two randomised trials.",NSCLC,stereotactic ablative radiotherapy versus lobectomy operable stage non small cell lung cancer pool analysis randomised trial
3155,"Stereotactic ablative 
radiotherapy for pulmonary oligometastases and oligometastatic lung 
cancer.",NSCLC,stereotactic ablative radiotherapy pulmonary oligometastase oligometastatic lung cancer
3156,"Outcomes of single fraction 
stereotactic ablative radiotherapy for lung metastases.",NSCLC,outcome single fraction stereotactic ablative radiotherapy lung metastasis
3157,"Technol Cancer 
Res Treat 2014;13:37 45.",NSCLC,technol cancer res treat
3158,"Stereotactic radiosurgery 
for metastatic spine tumors.",NSCLC,stereotactic radiosurgery metastatic spine tumor
3159,"Gamma Knife radiosurgery to 
four or more brain metastases in patients without prior intracranial radiation or surgery.",NSCLC,gamma knife radiosurgery brain metastasis patient prior intracranial radiation surgery
3160,"Timmerman RD, Herman J, Cho LC.",NSCLC,timmerman rd herman j cho lc
3161,"Emergence of stereotactic body 
radiation therapy and its impact on current and future clinical practice.",NSCLC,emergence stereotactic body radiation therapy impact current future clinical practice
3162,"Once weekly, high dose 
stereotactic body radiotherapy for lung cancer:",NSCLC,weekly high dose stereotactic body radiotherapy lung cancer
3163,Int J Radiat Oncol Biol Phys 2008;72:707 715.,NSCLC,int j radiat oncol biol phys
3164,"Dose response 
relationship for image guided stereotactic body radiotherapy of pulmonary 
tumors: relevance of 4D dose calculation.",NSCLC,dose response relationship image guide stereotactic body radiotherapy pulmonary tumor relevance dose calculation
3165,Int J Radiat Oncol Biol Phys 2009;74:47 54.,NSCLC,int j radiat oncol biol phys
3166,"Review of current best practice and priorities for research in radiation oncology for elderly patients 
with cancer: the International Society of Geriatric Oncology (SIOG) task 
force.",NSCLC,review current good practice priority research radiation oncology elderly patient cancer international society geriatric oncology siog task force
3167,"After Stereotactic Body Radiation Therapy for Clinically Diagnosed or Biopsy Proven Early Stage 
NSCLC: A Systematic Review and Meta Analysis.",NSCLC,stereotactic body radiation therapy clinically diagnose biopsy proven early stage nsclc systematic review meta analysis
3168,"Rusthoven CG, Kavanagh BD, Karam SD.",NSCLC,rusthoven cg kavanagh bd karam sd
3169,"Improved survival with 
stereotactic ablative radiotherapy (SABR) over lobectomy for early stage 
nonsmall cell lung cancer (NSCLC): addressing the fallout of disruptive 
randomized data.",NSCLC,improved survival stereotactic ablative radiotherapy sabr lobectomy early stage nonsmall cell lung cancer nsclc address fallout disruptive randomized datum
3170,"Empiric Radiotherapy for 
Lung Cancer Collaborative Group multi institutional evidence",NSCLC,empiric radiotherapy lung cancer collaborative group multi institutional evidence
3171,"based 
guidelines for the use of empiric stereotactic body radiation therapy for 
nonsmall cell lung cancer without pathologic confirmation.",NSCLC,base guideline use empiric stereotactic body radiation therapy nonsmall cell lung cancer pathologic confirmation
3172,"Transl Lung 
Cancer Res 2019;8:5 14.",NSCLC,transl lung cancer res
3173,"To Biopsy or Not to Biopsy?: 
A Matched Cohort Analysis of Early Stage Lung Cancer Treated with 
Stereotactic Radiation with or Without Histologic Confirmation.",NSCLC,biopsy biopsy matched cohort analysis early stage lung cancer treat stereotactic radiation histologic confirmation
3174,Int J Radiat Oncol Biol Phys 2020;107:88 97.,NSCLC,int j radiat oncol biol phys
3175,"van den Berg LL, Klinkenberg TJ, Groen HJM, Widder J. Patterns of 
Recurrence and Survival after Surgery or Stereotactic Radiotherapy for 
Early Stage NSCLC.",NSCLC,van den berg ll klinkenberg tj groen hjm widder patterns recurrence survival surgery stereotactic radiotherapy early stage nsclc
3176,"Stage I II non small 
cell lung cancer treated using either stereotactic ablative radiotherapy 
(SABR) or lobectomy by video assisted thoracoscopic surgery (VATS): 
outcomes of a propensity score matched analysis.",NSCLC,stage ii non small cell lung cancer treat stereotactic ablative radiotherapy sabr lobectomy video assist thoracoscopic surgery vats outcome propensity score match analysis
3177,A Phase II Trial of Stereotactic Body Radiation Therapy for Operable T1N0M0 Non,NSCLC,phase ii trial stereotactic body radiation therapy operable non
3178,"small Cell Lung 
Cancer: Japan Clinical Oncology Group (JCOG0403).",NSCLC,small cell lung cancer japan clinical oncology group
3179,"International 
Journal of Radiation Oncology*Biology*Physics 2010;78:S27 S28.",NSCLC,international journal radiation
3180,"Available at: http://www.redjournal.org/article/S0360 3016(10)01078
3/abstract .",NSCLC,available abstract
3181,"Outcomes of 
stereotactic ablative radiotherapy in patients with potentially operable 
stage I non small cell lung cancer.",NSCLC,outcome stereotactic ablative radiotherapy patient potentially operable stage non small cell lung cancer
3182,"Int J Radiat Oncol Biol Phys 
2012;83:348 353.",NSCLC,int j radiat oncol biol phys
3183,"Shirvani SM, Jiang J, Chang JY, et al. Lobectomy, sublobar 
resection, and stereotactic ablative radiotherapy for early stage non small 
cell lung cancers in the elderly.",NSCLC,shirvani sm jiang j chang jy et al lobectomy sublobar resection stereotactic ablative radiotherapy early stage non small cell lung cancer elderly
3184,"Stereotactic 
body radiation therapy (SBRT) to treat operable early stage lung cancer 
patients [abstract].",NSCLC,stereotactic body radiation therapy sbrt treat operable early stage lung cancer patient abstract
3185,J Clin Oncol 2013;31(Suppl 15):Abstract 7523.,NSCLC,j clin oncol
3186,"Association of Long term Outcomes 
and Survival With Multidisciplinary Salvage Treatment for Local and 
Regional Recurrence After Stereotactic Ablative Radiotherapy for Early Stage Lung Cancer.",NSCLC,association long term outcomes survival multidisciplinary salvage treatment local regional recurrence stereotactic ablative radiotherapy early stage lung cancer
3187,"Preliminary report of late 
recurrences, at 5 years or more, after stereotactic body radiation therapy 
for non small cell lung cancer.",NSCLC,preliminary report late recurrence year stereotactic body radiation therapy non small cell lung cancer
3188,"Positron emission tomography for assessing local failure after stereotactic body radiotherapy for non small 
cell lung cancer.",NSCLC,positron emission tomography assess local failure stereotactic body radiotherapy non small cell lung cancer
3189,Int J Radiat Oncol Biol Phys 2012;83:1558 1565.,NSCLC,int j radiat oncol biol phys
3190,"Hoopes DJ, Tann M, Fletcher JW, et al. FDG PET and stereotactic 
body radiotherapy (SBRT) for stage I non small cell lung cancer.",NSCLC,hoopes dj tann m fletcher jw et al fdg pet stereotactic body radiotherapy sbrt stage non small cell lung cancer
3191,"Salvage lung resection for 
nonsmall cell lung cancer after stereotactic body radiotherapy in initially 
operable patients.",NSCLC,salvage lung resection nonsmall cell lung cancer stereotactic body radiotherapy initially operable patient
3192,"Surgical treatment of local 
recurrence after stereotactic body radiotherapy for primary and metastatic 
lung cancers.",NSCLC,surgical treatment local recurrence stereotactic body radiotherapy primary metastatic lung cancer
3193,"Hearn JW, Videtic GM, Djemil T, Stephans KL.",NSCLC,hearn jw videtic gm djemil t stephans kl
3194,"Salvage stereotactic 
body radiation therapy (SBRT) for local failure after primary lung SBRT.",NSCLC,salvage stereotactic body radiation therapy sbrt local failure primary lung sbrt
3195,"Int 
J Radiat Oncol Biol Phys 2014;90:402 406.",NSCLC,int j radiat oncol biol phys
3196,"Stereotactic ablative radiotherapy 
for reirradiation of locally recurrent lung tumors.",NSCLC,stereotactic ablative radiotherapy reirradiation locally recurrent lung tumor
3197,"Thoracic re 
irradiation using stereotactic body radiotherapy (SBRT) techniques as first 
or second course of treatment.",NSCLC,thoracic irradiation stereotactic body radiotherapy sbrt technique second course treatment
3198,"Planning Target Volume D95 and 
Mean Dose Should Be Considered for Optimal Local Control for 
Stereotactic Ablative Radiation Therapy.",NSCLC,planning target volume mean dose consider optimal local control stereotactic ablative radiation therapy
3199,"Clinical and dosimetric 
predictors of radiation pneumonitis in a large series of patients treated with 
stereotactic body radiation therapy to the lung.",NSCLC,clinical dosimetric predictor radiation pneumonitis large series patient treat stereotactic body radiation therapy lung
3200,"Int J Radiat Oncol Biol 
Phys 2013;85:190 195.",NSCLC,int j radiat oncol biol phys
3201,"Chang JY, Bezjak A, Mornex F, Committee IART.",NSCLC,chang jy bezjak mornex f committee iart
3202,"Stereotactic ablative radiotherapy for centrally located early stage non small cell lung 
cancer: what we have learned.",NSCLC,stereotactic ablative radiotherapy centrally locate early stage non small cell lung cancer learn
3203,"Stereotactic ablative radiation therapy 
for centrally located early stage or isolated parenchymal recurrences of 
nonsmall cell lung cancer: how to fly in a ""no fly zone"".",NSCLC,stereotactic ablative radiation therapy centrally locate early stage isolate parenchymal recurrence nonsmall cell lung cancer fly fly zone
3204,"Int J Radiat Oncol 
Biol Phys 2014;88:1120 1128.",NSCLC,int j radiat oncol biol phys
3205,"Clinical outcomes of single fraction 
stereotactic radiation therapy of lung tumors.",NSCLC,clinical outcome single fraction stereotactic radiation therapy lung tumor
3206,"Stereotactic body radiation 
therapy in centrally and superiorly located stage I or isolated recurrent 
nonsmall cell lung cancer.",NSCLC,stereotactic body radiation therapy centrally superiorly locate stage isolate recurrent nonsmall cell lung cancer
3207,Int J Radiat Oncol Biol Phys 2008;72:967 971.,NSCLC,int j radiat oncol biol phys
3208,"Stereotactic body radiotherapy 
for primary lung cancer at a dose of 50 Gy total in five fractions to the 
periphery of the planning target volume calculated using a superposition 
algorithm.",NSCLC,stereotactic body radiotherapy primary lung cancer dose gy total fraction periphery planning target volume calculate superposition algorithm
3209,Int J Radiat Oncol Biol Phys 2009;73:442 448.,NSCLC,int j radiat oncol biol phys
3210,"A comparison of two stereotactic body radiation fractionation schedules for medically inoperable 
stage I non small cell lung cancer: the Cleveland Clinic experience.",NSCLC,comparison stereotactic body radiation fractionation schedule medically inoperable stage non small cell lung cancer cleveland clinic experience
3211,"Impact of fraction size on lung 
radiation toxicity: hypofractionation may be beneficial in dose escalation of 
radiotherapy for lung cancers.",NSCLC,impact fraction size lung radiation toxicity hypofractionation beneficial dose escalation radiotherapy lung cancer
3212,"Int J Radiat Oncol Biol Phys 2010;76:782
788. Available at: https://www.ncbi.nlm.nih.gov/pubmed/19577855 .",NSCLC,int j radiat oncol biol phys available
3213,"Hypofractionated stereotactic 
radiotherapy (HypoFXSRT) for stage I non small cell lung cancer: updated 
results of 257 patients in a Japanese multi institutional study.",NSCLC,hypofractionated stereotactic radiotherapy hypofxsrt stage non small cell lung cancer update result patient japanese multi institutional study
3214,"Outcomes of risk 
adapted fractionated stereotactic radiotherapy for stage",NSCLC,outcome risk adapt fractionate stereotactic radiotherapy stage
3215,"I non small cell 
lung cancer.",NSCLC,non small cell lung cancer
3216,Int J Radiat Oncol Biol Phys 2008;70:685 692.,NSCLC,int j radiat oncol biol phys
3217,"Clinical impact of dose 
overestimation by effective path length calculation in stereotactic ablative 
radiation therapy of lung tumors.",NSCLC,clinical impact dose overestimation effective path length calculation stereotactic ablative radiation therapy lung tumor
3218,"Dosimetric evaluation of 
heterogeneity corrections for RTOG 0236: stereotactic body radiotherapy 
of inoperable stage I II non small cell lung cancer.",NSCLC,dosimetric evaluation heterogeneity correction rtog stereotactic body radiotherapy inoperable stage ii non small cell lung cancer
3219,"Int J Radiat Oncol Biol 
Phys 2009;73:1235 1242.",NSCLC,int j radiat oncol biol phys
3220,"Excessive toxicity 
when treating central tumors in a phase II study of stereotactic body 
radiation therapy for medically inoperable early stage lung cancer.",NSCLC,excessive toxicity treat central tumor phase ii study stereotactic body radiation therapy medically inoperable early stage lung cancer
3221,"Stereotactic ablative 
radiotherapy (SABR) for treatment of central and ultra central lung tumors.",NSCLC,stereotactic ablative radiotherapy sabr treatment central ultra central lung tumor
3222,"Fatal complications after 
stereotactic body radiation therapy for central lung tumors abutting the 
proximal bronchial tree.",NSCLC,fatal complication stereotactic body radiation therapy central lung tumor abut proximal bronchial tree
3223,"Bezjak A, Paulus R, Gaspar LE, et al. Safety and Efficacy of a Five 
Fraction Stereotactic Body Radiotherapy Schedule for Centrally Located 
NonSmall Cell Lung Cancer: NRG Oncology/RTOG 0813 Trial.",NSCLC,bezjak paulus r gaspar le et al safety efficacy fraction stereotactic body radiotherapy schedule centrally locate nonsmall cell lung cancer nrg oncology rtog trial
3224,"Primary Study Endpoint 
Analysis for NRG Oncology/RTOG 0813 Trial of Stereotactic Body 
Radiation Therapy (SBRT) for Centrally Located Non Small Cell Lung 
Cancer (NSCLC).",NSCLC,primary study endpoint analysis nrg oncology rtog trial stereotactic body radiation therapy sbrt centrally locate non small cell lung cancer nsclc
3225,"International Journal of Radiation 
Oncology*Biology*Physics 2016;94:5 6. Available at: 
http://dx.doi.org/10.1016/j.ijrobp.2015.10.040.",NSCLC,international journal radiation available
3226,"Fleckenstein J, Petroff A, Schafers HJ, et al. Long term outcomes in 
radically treated synchronous vs. metachronous oligometastatic non 
small cell lung cancer.",NSCLC,fleckenstein j petroff schafers hj et al long term outcome radically treat synchronous metachronous oligometastatic non small cell lung cancer
3227,"Radical 
treatment of non small cell lung cancer patients with synchronous 
oligometastases: long term results of a prospective phase II trial 
(Nct01282450).",NSCLC,radical treatment non small cell lung cancer patient synchronous oligometastase long term result prospective phase ii trial
3228,Stereotactic body radiotherapy for treatment of adrenal metastases.,NSCLC,stereotactic body radiotherapy treatment adrenal metastasis
3229,"Int J Radiat Oncol Biol Phys 2009;75:71 
75.",NSCLC,int j radiat oncol biol phys
3230,"Scorsetti M, Alongi F, Filippi AR, et al. Long term local control 
achieved after hypofractionated stereotactic body radiotherapy for adrenal 
gland metastases: a retrospective analysis of 34 patients.",NSCLC,scorsetti m alongi f filippi ar et al long term local control achieve hypofractionated stereotactic body radiotherapy adrenal gland metastasis retrospective analysis patient
3231,"Local ablative therapy of 
oligoprogressive disease prolongs disease control by tyrosine kinase 
inhibitors in oncogene addicted non small cell lung cancer.",NSCLC,local ablative therapy oligoprogressive disease prolong disease control tyrosine kinase inhibitor oncogene addict non small cell lung cancer
3232,"Stereotactic radiation 
therapy can safely and durably control sites of extra central nervous 
system oligoprogressive disease in anaplastic lymphoma kinase positive 
lung cancer patients receiving crizotinib.",NSCLC,stereotactic radiation therapy safely durably control site extra central nervous system oligoprogressive disease anaplastic lymphoma kinase positive lung cancer patient receive crizotinib
3233,"Int J Radiat Oncol Biol Phys 
2014;88:892 898.",NSCLC,int j radiat oncol biol phys
3234,"Phase II trial of 
stereotactic body radiation therapy combined with erlotinib for patients with limited but progressive metastatic non small cell lung cancer.",NSCLC,phase ii trial stereotactic body radiation therapy combine erlotinib patient limited progressive metastatic non small cell lung cancer
3235,"Takeda M, Okamoto I, Nakagawa K. Clinical impact of continued 
crizotinib administration after isolated central nervous system progression 
in patients with lung cancer positive for ALK rearrangement.",NSCLC,takeda m okamoto nakagawa clinical impact continue crizotinib administration isolated central nervous system progression patient lung cancer positive alk rearrangement
3236,"Phase I study of accelerated conformal radiotherapy for stage I non small cell lung cancer 
in patients with pulmonary dysfunction: CALGB 39904.",NSCLC,phase study accelerated conformal radiotherapy stage non small cell lung cancer patient pulmonary dysfunction calgb
3237,"Phase II study of accelerated hypofractionated three dimensional conformal radiotherapy for stage T1 3 
N0 M0 non",NSCLC,phase ii study accelerate hypofractionate dimensional conformal radiotherapy stage non
3238,"Sura S, Yorke E, Jackson A, Rosenzweig KE.",NSCLC,sura s yorke e jackson rosenzweig ke
3239,"High dose 
radiotherapy for the treatment of inoperable non small cell lung cancer.",NSCLC,high dose radiotherapy treatment inoperable non small cell lung cancer
3240,"Symptom management in patients with lung cancer: Diagnosis and management of lung cancer, 3rd 
ed: American College of Chest Physicians evidence based clinical practice 
guidelines.",NSCLC,symptom management patient lung cancer diagnosis management lung cancer ed american college chest physicians evidence base clinical practice guideline
3241,"Chest 2013;143:e455S e497S. Available at: 
https://www.ncbi.nlm.nih.gov/pubmed/23649452 .",NSCLC,chest available
3242,"Nonsmall cell lung 
cancer presenting with synchronous solitary brain metastasis.",NSCLC,nonsmall cell lung cancer present synchronous solitary brain metastasis
3243,"Li J, Bentzen SM, Renschler M, Mehta MP.",NSCLC,li j bentzen sm renschler m mehta mp
3244,"Regression after whole
brain radiation therapy for brain metastases correlates with survival and 
improved neurocognitive function.",NSCLC,regression brain radiation therapy brain metastasis correlate survival improve neurocognitive function
3245,"Neurocognitive function of patients 
with brain metastasis who received either whole brain radiotherapy plus 
stereotactic radiosurgery or radiosurgery alone.",NSCLC,neurocognitive function patient brain metastasis receive brain radiotherapy plus stereotactic radiosurgery radiosurgery
3246,"Primary analysis of a phase II 
randomized trial Radiation Therapy Oncology Group (RTOG) 0212: impact 
of different total doses and schedules of prophylactic cranial irradiation on 
chronic neurotoxicity and quality of life for patients with limited disease 
small cell lung cancer.",NSCLC,primary analysis phase ii randomize trial radiation therapy oncology group rtog impact different total dose schedule prophylactic cranial irradiation chronic neurotoxicity quality life patient limited disease small cell lung cancer
3247,Int J Radiat Oncol Biol Phys 2011;81:77 84.,NSCLC,int j radiat oncol biol phys
